"Package","LibPath","Version","GithubRepo","GithubUsername","GithubRef","GithubSHA1"
"dismo","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.3-9",NA,NA,NA,NA
"dplyr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.0",NA,NA,NA,NA
"DT","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.28",NA,NA,NA,NA
"e1071","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.7-13",NA,NA,NA,NA
"ellipsis","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.3.2",NA,NA,NA,NA
"EnvStats","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.7.0",NA,NA,NA,NA
"evaluate","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.20",NA,NA,NA,NA
"exactextractr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.9.1",NA,NA,NA,NA
"fansi","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.0.4",NA,NA,NA,NA
"farver","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.1.1",NA,NA,NA,NA
"fastdigest","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.6-3",NA,NA,NA,NA
"fasterize","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.0.4",NA,NA,NA,NA
"fastmap","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.1",NA,NA,NA,NA
"fastmatch","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1-3",NA,NA,NA,NA
"fastmatrix","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.4-1245",NA,NA,NA,NA
"fastshp","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1-2","fastshp","s-u","3e0eb833f6292013423d93c71f7c26f6dc2d70f1","3e0eb833f6292013423d93c71f7c26f6dc2d70f1"
"FNN","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.3.1",NA,NA,NA,NA
"fontawesome","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5.0",NA,NA,NA,NA
"forcats","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.0.0",NA,NA,NA,NA
"foreach","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.5.2",NA,NA,NA,NA
"Formula","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2-4",NA,NA,NA,NA
"fpCompare","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2.4",NA,NA,NA,NA
"fs","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.6.1",NA,NA,NA,NA
"furrr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.3.1",NA,NA,NA,NA
"future","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.31.0",NA,NA,NA,NA
"future.apply","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.10.0",NA,NA,NA,NA
"future.callr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.8.1",NA,NA,NA,NA
"gargle","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.3.0",NA,NA,NA,NA
"gdalUtilities","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2.3",NA,NA,NA,NA
"generics","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.3",NA,NA,NA,NA
"geodata","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5-3",NA,NA,NA,NA
"geojsonsf","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.0.3",NA,NA,NA,NA
"geometries","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2.0",NA,NA,NA,NA
"gert","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.9.2",NA,NA,NA,NA
"ggplot2","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","3.4.1",NA,NA,NA,NA
"ggpubr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.6.0",NA,NA,NA,NA
"ggrepel","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.9.3",NA,NA,NA,NA
"ggsci","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.9",NA,NA,NA,NA
"ggsignif","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.6.4",NA,NA,NA,NA
"ggspatial","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.7",NA,NA,NA,NA
"ggthemes","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","4.2.4",NA,NA,NA,NA
"gh","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.4.0",NA,NA,NA,NA
"gitcreds","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.2",NA,NA,NA,NA
"globals","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.16.2",NA,NA,NA,NA
"glue","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.6.2",NA,NA,NA,NA
"goftest","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2-3",NA,NA,NA,NA
"googledrive","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.0.0",NA,NA,NA,NA
"gridBase","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.4-7",NA,NA,NA,NA
"gridExtra","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.3",NA,NA,NA,NA
"gtable","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.3.1",NA,NA,NA,NA
"hexbin","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.28.2",NA,NA,NA,NA
"highr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.10",NA,NA,NA,NA
"Hmisc","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","4.8-0",NA,NA,NA,NA
"hms","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.2",NA,NA,NA,NA
"htmlTable","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.4.1",NA,NA,NA,NA
"htmltools","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5.4",NA,NA,NA,NA
"htmlwidgets","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.6.1",NA,NA,NA,NA
"httpuv","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.6.8",NA,NA,NA,NA
"httr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.4.4",NA,NA,NA,NA
"httr2","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2.3",NA,NA,NA,NA
"igraph","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.4.0",NA,NA,NA,NA
"ini","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.3.1",NA,NA,NA,NA
"interp","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1-3",NA,NA,NA,NA
"isoband","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2.7",NA,NA,NA,NA
"iterators","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.0.14",NA,NA,NA,NA
"jpeg","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1-10",NA,NA,NA,NA
"jquerylib","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.4",NA,NA,NA,NA
"jsonify","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2.2",NA,NA,NA,NA
"jsonlite","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.8.4",NA,NA,NA,NA
"kableExtra","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.3.4",NA,NA,NA,NA
"kernlab","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.9-32",NA,NA,NA,NA
"knitr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.42",NA,NA,NA,NA
"ks","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.14.0",NA,NA,NA,NA
"kSamples","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2-9",NA,NA,NA,NA
"labeling","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.4.2",NA,NA,NA,NA
"LandR","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.0.9019","LandR","PredictiveEcology","3f4f9e574ceae73c51050af0183a058d116cb6d7","3f4f9e574ceae73c51050af0183a058d116cb6d7"
"LandR.CS","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.0.3","LandR.CS","ianmseddy","0952eedde6e100c2aae822b210756a697a04b61a","0952eedde6e100c2aae822b210756a697a04b61a"
"LandWebUtils","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.5.9001","LandWebUtils","PredictiveEcology","c06ca7f88bbe467d8081ee434c48cc9e3d699b64","c06ca7f88bbe467d8081ee434c48cc9e3d699b64"
"later","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.3.0",NA,NA,NA,NA
"latticeExtra","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.6-30",NA,NA,NA,NA
"lazyeval","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2.2",NA,NA,NA,NA
"leafem","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2.0",NA,NA,NA,NA
"leaflet","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.1.1",NA,NA,NA,NA
"leaflet.providers","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.9.0",NA,NA,NA,NA
"leafpop","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.0",NA,NA,NA,NA
"lifecycle","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.0.3",NA,NA,NA,NA
"listenv","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.9.0",NA,NA,NA,NA
"lme4","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1-31",NA,NA,NA,NA
"lobstr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.2",NA,NA,NA,NA
"logging","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.10-108",NA,NA,NA,NA
"lubridate","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.9.1",NA,NA,NA,NA
"lwgeom","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2-11",NA,NA,NA,NA
"magick","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.7.3",NA,NA,NA,NA
"magrittr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.0.3",NA,NA,NA,NA
"map","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.0.5","map","PredictiveEcology","3b3fa6aed7d006791e5b03810e5cd9ecda406b1e","3b3fa6aed7d006791e5b03810e5cd9ecda406b1e"
"maptools","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1-6",NA,NA,NA,NA
"mapview","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.11.0",NA,NA,NA,NA
"markdown","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.5",NA,NA,NA,NA
"MatrixModels","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5-1",NA,NA,NA,NA
"mclust","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","6.0.0",NA,NA,NA,NA
"memoise","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.0.1",NA,NA,NA,NA
"merTools","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5.2",NA,NA,NA,NA
"mime","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.12",NA,NA,NA,NA
"minqa","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2.5",NA,NA,NA,NA
"misc3d","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.9-1",NA,NA,NA,NA
"multcomp","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.4-20",NA,NA,NA,NA
"multicool","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1-12",NA,NA,NA,NA
"MuMIn","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.47.1",NA,NA,NA,NA
"munsell","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5.0",NA,NA,NA,NA
"mvtnorm","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1-3",NA,NA,NA,NA
"nabor","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5.0",NA,NA,NA,NA
"nloptr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.0.3",NA,NA,NA,NA
"nngeo","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.4.6",NA,NA,NA,NA
"nortest","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.0-4",NA,NA,NA,NA
"notifications","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.0.1","notifications","FOR-CAST","main","1c38b2b0190eed24ec0b0a59ac0f362a7ab8d3e9"
"numDeriv","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2016.8-1.1",NA,NA,NA,NA
"openssl","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.0.5",NA,NA,NA,NA
"pak","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5.1",NA,NA,NA,NA
"parallelly","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.34.0",NA,NA,NA,NA
"pbkrtest","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.5.2",NA,NA,NA,NA
"pemisc","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.0.4.9009","pemisc","PredictiveEcology","788ed1bf07b466fa9ca50427ea4cda0f1900a624","788ed1bf07b466fa9ca50427ea4cda0f1900a624"
"peutils","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.0","peutils","PredictiveEcology","d40d97c594c01014101c1edacd48bcace89dcb97","d40d97c594c01014101c1edacd48bcace89dcb97"
"pillar","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.8.1",NA,NA,NA,NA
"pkgconfig","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.0.3",NA,NA,NA,NA
"pkgload","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.3.2",NA,NA,NA,NA
"plogr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2.0",NA,NA,NA,NA
"plot3D","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.4",NA,NA,NA,NA
"plyr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.8.8",NA,NA,NA,NA
"png","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1-8",NA,NA,NA,NA
"polspline","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.22",NA,NA,NA,NA
"polyclip","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.10-4",NA,NA,NA,NA
"polynom","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.4-1",NA,NA,NA,NA
"pracma","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.4.2",NA,NA,NA,NA
"praise","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.0.0",NA,NA,NA,NA
"prettymapr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.2.4",NA,NA,NA,NA
"prettyunits","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.1.1",NA,NA,NA,NA
"processx","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","3.8.0",NA,NA,NA,NA
"profvis","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.3.8",NA,NA,NA,NA
"progress","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2.2",NA,NA,NA,NA
"promises","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2.0.1",NA,NA,NA,NA
"proxy","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.4-27",NA,NA,NA,NA
"pryr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.6",NA,NA,NA,NA
"ps","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.7.2",NA,NA,NA,NA
"purrr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.0.1",NA,NA,NA,NA
"qs","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.25.4",NA,NA,NA,NA
"quantreg","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","5.94",NA,NA,NA,NA
"quickPlot","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.8.9000","quickPlot","PredictiveEcology","0a5ee2b153a89aba22ff8722b49a7c11711ef8ab","0a5ee2b153a89aba22ff8722b49a7c11711ef8ab"
"R.methodsS3","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.8.2",NA,NA,NA,NA
"R.oo","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.25.0",NA,NA,NA,NA
"R.utils","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.12.2",NA,NA,NA,NA
"R6","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.5.1",NA,NA,NA,NA
"RANN","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","2.6.1",NA,NA,NA,NA
"rapidjsonr","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","1.2.0",NA,NA,NA,NA
"RApiSerialize","/home/achubaty/.local/share/R/LandWeb/packages/x86_64-pc-linux-gnu/4.2","0.1.2",NA,NA,NA,NA
